Replicon Accession	Start	Stop	Strand	Locus tag	Length
NW_013524654.1	60097	61443	-	NEPG_02589	448
NW_013524654.1	61437	62726	-	NEPG_02590	429
NW_013524654.1	62811	63029	-	NEPG_02591	72
NW_013524654.1	63956	64369	-	NEPG_02592	137
NW_013524654.1	64534	65844	+	NEPG_02593	436
NW_013524655.1	1	850	-	NEPG_02594	283
NW_013524655.1	1809	1982	+	NEPG_02595	57
NW_013524655.1	2150	2356	+	NEPG_02596	68
NW_013524655.1	2569	2817	-	NEPG_02597	82
NW_013524655.1	2772	3260	-	NEPG_02598	162
NW_013524655.1	3772	6675	-	NEPG_02599	967
NW_013524655.1	7193	10213	-	NEPG_02600	1006
NW_013524655.1	12063	13511	+	NEPG_02601	482
NW_013524655.1	14105	15784	-	NEPG_02602	559
NW_013524655.1	16040	16930	-	NEPG_02603	296
NW_013524655.1	17345	18016	+	NEPG_02604	223
NW_013524655.1	18025	18513	+	NEPG_02605	162
NW_013524655.1	18552	21536	+	NEPG_02606	994
NW_013524655.1	21767	22207	-	NEPG_02607	146
NW_013524655.1	22239	22694	+	NEPG_02608	151
NW_013524655.1	23837	24568	+	NEPG_02609	243
NW_013524655.1	24868	25032	-	NEPG_02610	54
NW_013524655.1	26004	26513	-	NEPG_02611	169
NW_013524655.1	26624	27064	-	NEPG_02612	146
NW_013524656.1	1	1611	-	NEPG_02613	537
NW_013524656.1	2149	3096	-	NEPG_02614	316
NW_013524656.1	3947	6673	-	NEPG_02615	908
NW_013524656.1	7953	8270	-	NEPG_02616	105
NW_013524656.1	8442	8714	-	NEPG_02617	90
NW_013524656.1	8668	8901	-	NEPG_02618	77
NW_013524656.1	9583	9837	+	NEPG_02619	84
NW_013524656.1	10366	11034	-	NEPG_02620	222
NW_013524656.1	11043	13214	-	NEPG_02621	723
NW_013524656.1	14370	15611	+	NEPG_02622	413
NW_013524657.1	604	1236	-	NEPG_02623	210
NW_013524657.1	5260	6951	-	NEPG_02624	564
NW_013524659.1	1	340	+	NEPG_02625	112
NW_013524659.1	442	1974	+	NEPG_02626	510
NW_013524659.1	2669	3985	+	NEPG_02627	438
NW_013524659.1	5376	5640	+	NEPG_02628	88
NW_013524660.1	906	2750	-	NEPG_02629	614
NW_013524660.1	4519	4857	-	NEPG_02630	112
NW_013524660.1	5140	5526	-	NEPG_02631	128
NW_013524661.1	759	3587	-	NEPG_02632	942
NW_013524661.1	4331	4669	-	NEPG_02633	112
NW_013524661.1	4952	5338	-	NEPG_02634	128
NW_013524663.1	518	3328	-	NEPG_02635	936
NW_013524664.1	1	346	+	NEPG_02636	114
NW_013524664.1	448	1980	+	NEPG_02637	510
NW_013524664.1	3166	3447	+	NEPG_02638	94
NW_013524665.1	161	358	+	NEPG_02639	65
NW_013524665.1	1339	2423	-	NEPG_02640	360
NW_013524666.1	263	2072	-	NEPG_02641	602
NW_013524667.1	5	1907	-	NEPG_02642	634
NW_013524668.1	876	1037	+	NEPG_02643	53
NW_013524668.1	1253	1520	+	NEPG_02644	89
NW_013524669.1	28	1500	+	NEPG_02645	491
NW_013524670.1	1	1305	+	NEPG_02646	434
NW_013524671.1	476	1390	+	NEPG_02647	305
NW_013524672.1	431	640	-	NEPG_02648	69
NW_013524672.1	901	1260	-	NEPG_02649	119
NW_013524673.1	105	299	+	NEPG_02650	64
NW_013524673.1	233	1051	+	NEPG_02651	272
NW_013524674.1	662	1133	+	NEPG_02652	157
NW_013524675.1	158	493	+	NEPG_02653	111
NW_013524675.1	883	1118	-	NEPG_02654	77
NW_013524678.1	104	406	+	NEPG_02655	100
NW_013524680.1	317	682	-	NEPG_02656	121
NW_013524681.1	184	615	+	NEPG_02657	143
NW_013524682.1	1	702	+	NEPG_02658	233
NW_013524683.1	4	314	+	NEPG_02659	102
NW_013524685.1	1	656	+	NEPG_02660	218
NW_013524688.1	1	457	-	NEPG_02661	152
NW_013524689.1	40	336	+	NEPG_02662	98
NW_013524694.1	3	578	-	NEPG_02663	192
NW_013524704.1	100	519	+	NEPG_02665	140
NW_013524705.1	100	521	+	NEPG_02666	140
NW_013524706.1	3	380	-	NEPG_02664	126
NW_013524707.1	304	492	-	NEPG_02667	62
NW_013524708.1	66	431	+	NEPG_02668	121
